customer_id,application_id,application_hour,application_day_of_week,account_open_year,preferred_contact,referral_code,account_status_code,random_noise_1,num_login_sessions,num_customer_service_calls,has_mobile_app,paperless_billing,age,annual_income,employment_length,employment_type,education,marital_status,num_dependents,employment_length_missing,credit_score,num_credit_accounts,oldest_credit_line_age,oldest_account_age_months,total_credit_limit,num_delinquencies_2yrs,num_inquiries_6mo,recent_inquiry_count,num_public_records,num_collections,account_diversity_index,loan_type,loan_amount,loan_term,interest_rate,loan_purpose,loan_to_value_ratio,origination_channel,loan_officer_id,marketing_campaign,monthly_income,existing_monthly_debt,monthly_payment,debt_to_income_ratio,debt_service_ratio,payment_to_income_ratio,credit_utilization,credit_usage_amount,available_credit,total_monthly_debt_payment,annual_debt_payment,loan_to_annual_income,total_debt_amount,monthly_free_cash_flow,revolving_balance_missing,state,regional_unemployment_rate,regional_median_income,regional_median_rent,housing_price_index,cost_of_living_index,previous_zip_code
104766,601377,19,3,2018,Email,REF0000,ACT-3,-2.164745,7,2,1,1,27,21100,9.7,full_time,some_college,Single,2,0,671,18,9.0,108.0,41700.0,0.0,3,3,0,0,0.483,personal,19800,36,13.16,Medical,0.0,Online,1088,E,1758.33,94.19,668.67,0.434,0.434,0.38,0.693,28898.1,12801.9,762.86,9154.32,0.938,48698.1,995.47,0,VA,3.5,74000,1610,120,99,810
104767,559954,9,1,2017,Email,REF6548,ACT-1,-1.099674,9,1,1,0,45,87800,4.9,full_time,some_college,Married,2,0,766,12,12.1,145.2,182700.0,0.0,0,0,0,0,0.295,credit_card,4800,0,16.69,Revolving Credit,0.0,Online,1084,M,7317.0,1009.15,144.0,0.158,0.158,0.02,0.433,79109.1,103590.9,1153.15,13837.8,0.055,83909.1,6163.52,0,FL,4.6,55000,1220,111,89,317
104768,597240,2,1,2015,Email,REF0000,ACT-1,-0.030588,16,0,1,1,54,32200,5.4,full_time,high_school,Married,1,0,699,12,7.6,91.19999999999999,39600.0,0.0,1,1,0,0,0.368,mortgage,243600,180,5.69,Refinance,0.806,Branch,1047,F,2683.33,770.87,2015.06,1.038,1.038,0.751,0.408,16156.8,23443.2,2785.93,33431.16,7.565,259756.8,-102.6,0,NC,4.1,54000,1290,113,90,932
104769,591624,15,6,2018,Email,REF0000,ACT-1,-0.487084,8,1,1,1,33,65900,5.4,full_time,bachelor,Single,1,0,725,13,11.7,140.39999999999998,189900.0,0.0,0,0,0,0,0.417,personal,16300,48,15.07,Debt Consolidation,0.0,Online,1097,C,5491.67,2063.5,454.22,0.458,0.458,0.083,0.586,111281.4,78618.6,2517.72,30212.64,0.247,127581.4,2973.95,0,WI,4.4,60000,1170,103,82,317
104770,627178,2,2,2023,Email,REF2694,ACT-2,-1.102688,11,3,1,1,34,47400,7.7,full_time,bachelor,Married,1,0,735,16,1.0,12.0,146600.0,0.0,2,2,0,0,0.301,personal,24600,60,14.59,Medical,0.0,Online,1047,Y,3950.0,436.61,579.95,0.257,0.257,0.147,0.374,54828.4,91771.6,1016.56,12198.72,0.519,79428.4,2933.44,0,OH,4.9,56000,1410,91,78,873
104771,587582,1,5,2011,Email,REF0000,ACT-1,-0.10886,5,0,1,1,25,22500,7.8,full_time,some_college,Married,2,0,685,7,7.0,84.0,15400.0,0.0,2,2,0,0,0.263,credit_card,3500,0,18.38,Revolving Credit,0.0,Branch,1002,M,1875.0,121.98,105.0,0.121,0.121,0.056,0.187,2879.8,12520.2,226.98,2723.76,0.156,6379.8,1648.02,0,GA,3.7,58000,1470,111,89,283
104772,639180,0,5,2016,Email,REF8414,ACT-1,-0.337067,8,1,1,1,28,54900,7.8,full_time,graduate,Married,2,0,734,6,2.7,32.400000000000006,157100.0,0.0,0,0,0,0,0.206,personal,17300,24,10.24,Home Improvement,0.0,Online,999,V,4575.0,790.2,800.22,0.348,0.348,0.175,0.75,117825.0,39275.0,1590.42,19085.04,0.315,135125.0,2984.58,0,GA,3.6,58000,1380,113,96,592
104773,609212,21,0,2019,Email,REF0000,ACT-1,0.529264,12,0,1,0,40,40700,4.3,full_time,graduate,Married,0,0,710,2,6.4,76.80000000000001,65700.0,0.0,1,1,0,0,0.107,mortgage,202300,360,6.79,Refinance,0.708,Branch,1016,O,3391.67,1051.87,1317.5,0.699,0.699,0.388,0.279,18330.3,47369.7,2369.37,28432.44,4.971,220630.3,1022.3,0,NJ,4.9,82000,1860,140,120,679
104774,574562,16,2,2011,Email,REF0000,ACT-1,0.016118,10,0,1,1,44,57400,8.5,part_time,bachelor,Single,1,0,692,12,11.7,140.39999999999998,76100.0,0.0,3,3,0,0,0.276,personal,12600,36,12.29,Home Improvement,0.0,Online,1044,E,4783.0,1300.74,420.25,0.36,0.36,0.088,0.297,22601.7,53498.3,1720.99,20651.88,0.22,35201.7,3062.34,0,CA,5.4,75000,1800,159,118,792
104775,548121,6,4,2014,Email,REF0000,ACT-1,-1.32777,5,1,1,0,27,41300,4.0,full_time,some_college,Single,2,0,640,6,9.0,108.0,35200.0,0.0,2,2,0,0,0.194,personal,17200,48,13.59,Major Purchase,0.0,Branch,997,T,3441.67,678.79,466.49,0.333,0.333,0.136,0.657,23126.4,12073.6,1145.28,13743.36,0.416,40326.4,2296.39,0,NY,4.8,72000,1770,140,109,175
104776,632945,15,3,2017,Email,REF0000,ACT-1,-0.526738,11,1,0,0,51,62700,3.2,full_time,some_college,Married,3,0,740,15,0.4,4.800000000000001,111000.0,0.0,0,0,0,0,0.277,personal,10700,36,11.49,Major Purchase,0.0,Broker,1005,U,5225.0,1684.12,352.79,0.39,0.39,0.068,0.494,54834.0,56166.0,2036.91,24442.92,0.171,65534.0,3188.09,0,TX,3.8,61000,1650,100,81,374
104777,604340,9,1,2020,Email,REF0000,ACT-2,-0.377657,7,1,1,0,42,87000,5.5,full_time,some_college,Married,3,0,730,14,5.9,70.80000000000001,175600.0,0.0,0,0,0,0,0.337,credit_card,5200,0,17.91,Revolving Credit,0.0,Direct Mail,1077,M,7250.0,2273.6,156.0,0.335,0.335,0.022,0.544,95526.4,80073.6,2429.6,29155.2,0.06,100726.4,4820.4,0,FL,4.6,55000,1320,105,96,987
104778,598993,13,3,2022,Phone,REF0000,ACT-1,-1.15796,12,4,1,0,37,34400,10.1,self_employed,some_college,Divorced,0,0,709,4,6.1,73.19999999999999,49700.0,0.0,2,2,0,0,0.183,personal,3800,48,10.44,Major Purchase,0.0,Branch,1047,U,2866.67,636.4,97.18,0.256,0.256,0.034,0.406,20178.2,29521.8,733.58,8802.96,0.11,23978.2,2133.09,0,NC,4.3,54000,1450,114,93,648
104779,611592,18,1,2011,Email,REF0000,ACT-1,-0.297809,18,3,0,1,67,20000,7.5,full_time,some_college,Divorced,0,0,719,15,0.9,10.8,30200.0,0.0,0,0,0,0,0.393,credit_card,5000,0,16.76,Revolving Credit,0.0,Online,1080,S,1666.67,197.26,150.0,0.208,0.208,0.09,0.555,16761.0,13439.0,347.26,4167.12,0.25,21761.0,1319.407,0,FL,4.9,55000,1350,110,91,759
104780,635860,0,5,2016,Email,REF0000,ACT-1,-0.412408,12,4,1,1,43,23600,3.4,full_time,some_college,Married,4,0,772,3,4.5,54.0,56900.0,1.0,2,2,0,0,0.231,credit_card,2000,0,17.27,Revolving Credit,0.0,Broker,1003,B,1966.67,145.58,60.0,0.105,0.105,0.031,0.607,34538.3,22361.7,205.58,2466.96,0.085,36538.3,1761.087,0,TX,3.9,61000,1350,108,83,417
104781,633926,8,6,2010,Email,REF0000,ACT-1,-1.26095,9,3,1,0,41,88900,6.9,full_time,some_college,Married,1,0,707,6,4.7,56.400000000000006,165800.0,0.0,1,1,0,0,0.242,mortgage,305600,360,7.39,Home Purchase,0.67,Online,1092,Q,7408.33,1480.16,2113.83,0.485,0.485,0.285,0.51,84558.0,81242.0,3593.99,43127.88,3.438,390158.0,3814.34,0,MA,4.3,81000,1920,144,121,235
104782,627689,0,3,2022,Email,REF4443,ACT-1,0.196362,10,1,0,0,54,26900,6.6,full_time,high_school,Married,1,0,667,11,4.9,58.800000000000004,70300.0,0.0,1,1,1,0,0.229,credit_card,12400,0,20.84,Revolving Credit,0.0,Broker,1081,U,2241.67,678.78,372.0,0.469,0.469,0.166,0.31,21793.0,48507.0,1050.78,12609.36,0.461,34193.0,1190.89,0,MI,5.3,57000,1190,95,79,539
104783,629280,0,5,2010,Email,REF0000,ACT-3,-0.772266,13,4,0,1,53,101500,3.9,full_time,some_college,Single,2,0,729,19,19.9,238.79999999999998,257700.0,0.0,0,0,0,0,0.599,credit_card,14300,0,18.17,Revolving Credit,0.0,Branch,1080,A,8458.33,1134.26,429.0,0.185,0.185,0.051,0.404,104110.8,153589.2,1563.26,18759.12,0.141,118410.8,6895.07,0,FL,5.1,55000,1370,124,104,512
104784,567044,3,3,2013,Email,REF0000,ACT-1,-0.742968,8,2,0,1,61,29200,5.2,full_time,bachelor,Married,1,1,734,12,18.2,218.39999999999998,48500.0,0.0,1,1,0,0,0.405,mortgage,85100,360,4.32,Refinance,0.954,Online,1098,I,2433.33,715.9,422.14,0.468,0.468,0.173,0.766,37151.0,11349.0,1138.04,13656.48,2.914,122251.0,1295.29,0,MA,4.1,81000,1930,142,117,383
104785,623447,9,1,2021,Email,REF0000,ACT-1,1.118779,4,2,1,1,29,77600,7.8,full_time,graduate,Divorced,2,0,740,12,10.8,129.60000000000002,127900.0,0.0,0,0,1,0,0.439,personal,9400,12,10.36,Other,0.0,Broker,1063,A,6466.67,2186.32,827.98,0.466,0.466,0.128,0.33,42207.0,85693.0,3014.3,36171.6,0.121,51607.0,3452.367,0,IL,5.1,65000,1750,95,88,452
104786,570311,8,5,2010,Mail,REF0000,ACT-3,-0.013078,8,2,0,1,37,45500,10.6,full_time,some_college,Single,1,0,617,6,10.4,124.80000000000001,111200.0,0.0,2,2,0,1,0.359,mortgage,269300,360,8.85,Home Purchase,0.853,Broker,1044,E,3791.67,795.87,2137.85,0.774,0.774,0.564,0.642,71390.4,39809.6,2933.72,35204.64,5.919,340690.4,857.95,0,CA,5.7,75000,1700,163,136,578
104787,591017,4,5,2011,Email,REF0000,ACT-2,1.169005,9,4,1,1,35,37400,7.1,full_time,some_college,Married,4,0,690,7,12.6,151.2,73800.0,0.0,1,1,0,0,0.369,mortgage,148300,180,6.14,Refinance,0.629,Online,1047,R,3116.67,1084.34,1262.68,0.753,0.753,0.405,0.55,40590.0,33210.0,2347.02,28164.24,3.965,188890.0,769.65,0,WA,4.9,78000,2220,157,116,177
104788,584144,6,1,2022,Email,REF0000,ACT-1,0.505228,10,2,1,0,36,39100,5.2,part_time,graduate,Single,1,1,709,11,5.6,67.19999999999999,83100.0,0.0,1,1,0,0,0.273,personal,14300,36,12.48,Debt Consolidation,0.0,Online,1000,A,3258.33,1007.76,478.25,0.456,0.456,0.147,0.504,41882.4,41217.6,1486.01,17832.12,0.366,56182.4,1772.32,0,TX,4.4,61000,1380,102,82,260
104789,596333,23,0,2023,Email,REF4212,ACT-1,-0.929833,9,1,0,0,54,22200,4.9,full_time,high_school,Married,0,0,729,10,10.7,128.39999999999998,14700.0,0.0,2,2,0,0,0.385,credit_card,12500,0,17.81,Revolving Credit,0.0,Broker,1016,L,1850.0,350.97,375.0,0.392,0.392,0.203,0.13,1911.0,12789.0,725.97,8711.64,0.563,14411.0,1124.03,0,PA,4.2,61000,1390,101,92,998
104790,565913,18,4,2021,Email,REF0000,ACT-1,1.450344,6,3,1,1,34,33500,0.8,contract,high_school,Married,1,0,670,8,6.2,74.4,46200.0,0.0,1,1,0,0,0.22,mortgage,314000,360,7.01,Home Purchase,0.843,Branch,999,P,2792.0,652.68,2091.16,0.983,0.983,0.749,0.515,23793.0,22407.0,2743.84,32926.08,9.373,337793.0,47.83,0,TX,3.8,61000,1580,109,85,786
104791,549815,10,6,2022,Email,REF0000,ACT-1,-0.609839,6,5,1,1,24,51200,6.8,self_employed,advanced,Single,1,0,710,6,6.0,72.0,109800.0,0.0,3,3,0,0,0.273,credit_card,13400,0,19.6,Revolving Credit,0.0,Broker,1004,A,4267.0,435.8,402.0,0.196,0.196,0.094,0.573,62915.4,46884.6,837.8,10053.6,0.262,76315.4,3428.867,0,NY,5.0,72000,1670,138,104,269
104792,633843,15,0,2019,Phone,REF0000,ACT-1,0.161836,5,4,1,0,23,20000,5.2,self_employed,some_college,Married,0,0,677,4,5.0,60.0,53100.0,0.0,1,1,0,0,0.193,mortgage,274500,360,6.22,Refinance,0.89,Branch,1017,D,1666.67,563.33,1684.79,1.349,1.349,1.011,0.347,18425.7,34674.3,2248.12,26977.44,13.725,292925.7,-581.45,0,NJ,5.0,82000,1870,125,102,630
104793,568353,15,3,2018,Email,REF1290,ACT-1,1.516768,6,1,1,1,33,47100,0.9,part_time,bachelor,Single,0,0,707,14,14.7,176.39999999999998,36800.0,0.0,3,3,0,0,0.474,personal,35000,48,13.35,Home Improvement,0.0,Online,1000,F,3925.0,1523.33,945.05,0.629,0.629,0.241,0.084,3091.2,33708.8,2468.38,29620.56,0.743,38091.2,1456.62,0,NY,5.0,72000,2000,145,118,717
104794,559789,4,5,2018,Email,REF0000,ACT-3,1.842917,8,5,1,1,39,38800,4.9,full_time,bachelor,Single,0,0,710,3,5.4,64.80000000000001,118100.0,0.0,0,0,0,0,0.125,mortgage,248700,360,7.05,Home Purchase,0.758,Online,1096,R,3233.33,670.69,1662.97,0.722,0.722,0.514,0.583,68852.3,49247.7,2333.66,28003.92,6.41,317552.3,899.67,0,WI,4.7,60000,1370,100,85,402
104795,621743,21,1,2013,Email,REF0000,ACT-2,1.099413,3,1,1,0,24,30500,1.9,full_time,high_school,Single,1,0,668,12,5.1,61.199999999999996,29300.0,0.0,2,2,0,0,0.275,mortgage,437600,360,7.21,Home Purchase,0.683,Online,1095,B,2541.67,584.55,2973.34,1.4,1.4,1.17,0.663,19425.9,9874.1,3557.89,42694.68,14.348,457025.9,-1016.22,0,MA,4.6,81000,1990,145,122,985
104796,567233,20,0,2013,Email,REF0000,ACT-2,-1.21903,15,1,0,1,49,32100,4.6,full_time,advanced,Divorced,1,0,707,17,11.4,136.8,66900.0,0.0,1,1,0,0,0.337,mortgage,311000,180,3.81,Refinance,0.887,Online,1004,V,2675.0,190.13,2270.93,0.92,0.92,0.849,0.509,34052.1,32847.9,2461.06,29532.72,9.688,345052.1,213.94,0,NY,4.6,72000,1740,140,116,698
104797,643658,5,2,2010,Email,REF3163,ACT-1,-0.3004,11,4,1,1,55,118500,6.4,full_time,graduate,Married,2,0,787,18,7.3,87.6,251300.0,0.0,1,1,0,0,0.49,personal,25400,36,10.87,Other,0.0,Online,1043,R,9875.0,2064.87,830.0,0.293,0.293,0.084,0.146,36689.8,214610.2,2894.87,34738.44,0.214,62089.8,6980.13,0,OH,5.0,56000,1390,88,68,320
104798,640665,0,0,2013,Email,REF0000,ACT-3,-1.294746,9,2,1,1,57,34900,3.7,self_employed,bachelor,Married,1,0,733,14,6.2,74.4,71600.0,0.0,3,3,0,0,0.326,credit_card,7300,0,17.74,Revolving Credit,0.0,Broker,998,S,2908.0,828.19,219.0,0.36,0.36,0.075,0.73,52268.0,19332.0,1047.19,12566.28,0.209,59568.0,1861.143,0,TX,4.1,61000,1510,108,90,399
104799,597821,2,3,2018,Email,REF0000,ACT-1,-0.57784,11,3,1,0,47,40700,7.3,full_time,bachelor,Married,1,0,667,9,15.0,180.0,53100.0,0.0,3,3,0,0,0.413,credit_card,4400,0,16.06,Revolving Credit,0.0,Branch,1015,A,3392.0,1292.97,132.0,0.42,0.42,0.039,0.288,15292.8,37807.2,1424.97,17099.64,0.108,19692.8,1966.697,0,PA,4.6,61000,1380,105,90,584
104800,563967,5,3,2012,Email,REF0000,ACT-1,-2.131889,7,1,0,0,65,20500,5.4,full_time,bachelor,Single,1,0,684,18,16.5,198.0,46600.0,0.0,2,2,0,0,0.455,mortgage,76400,360,8.11,Refinance,0.752,Branch,1086,E,1708.33,565.32,566.47,0.663,0.663,0.332,0.616,28705.6,17894.4,1131.79,13581.48,3.727,105105.6,576.54,1,AZ,4.6,58000,1330,114,94,297
104801,635850,20,6,2018,Email,REF0000,ACT-2,0.432799,8,1,1,0,43,65100,0.3,full_time,high_school,Divorced,2,0,681,10,9.5,114.0,108500.0,0.0,5,5,0,0,0.413,personal,29000,48,12.6,Debt Consolidation,0.0,Online,1001,L,5425.0,979.43,772.25,0.323,0.323,0.142,0.521,56528.5,51971.5,1751.68,21020.16,0.445,85528.5,3673.32,0,TX,3.9,61000,1490,101,84,926
104802,570174,12,5,2012,Email,REF7344,ACT-2,-0.500379,8,2,0,0,37,49100,0.0,full_time,some_college,Single,0,0,743,13,11.0,132.0,64000.0,0.0,2,2,0,0,0.277,mortgage,85200,360,4.98,Refinance,0.969,Branch,1081,R,4092.0,1259.47,456.33,0.419,0.419,0.112,0.586,37504.0,26496.0,1715.8,20589.6,1.735,122704.0,2375.867,0,MD,5.0,84000,1790,128,112,222
104803,564198,3,3,2012,Email,REF2379,ACT-1,0.694112,4,1,1,1,31,40800,13.3,self_employed,some_college,Married,0,0,716,13,6.1,73.19999999999999,79600.0,0.0,1,1,0,0,0.257,mortgage,254900,360,7.43,Home Purchase,0.735,Branch,1058,B,3400.0,354.87,1770.1,0.625,0.625,0.521,0.513,40834.8,38765.2,2124.97,25499.64,6.248,295734.8,1275.03,1,MO,3.9,55000,1330,94,87,981
104804,550007,16,4,2023,Email,REF0000,ACT-1,0.017429,5,3,1,0,21,34500,3.2,full_time,some_college,Single,3,0,633,3,3.0,36.0,58200.0,0.0,1,1,0,0,0.185,mortgage,367700,180,7.48,Home Purchase,0.776,Online,1094,A,2875.0,1128.74,3404.45,1.577,1.577,1.184,0.353,20544.6,37655.4,4533.19,54398.28,10.658,388244.6,-1658.19,0,MA,4.3,81000,1960,142,111,307
104805,602227,8,5,2017,Email,REF0000,ACT-3,-0.074886,13,5,0,0,74,20000,9.4,part_time,high_school,Married,1,0,715,17,6.7,80.4,59900.0,0.0,2,2,0,0,0.356,personal,16700,48,12.34,Debt Consolidation,0.0,Broker,1004,C,1666.67,169.79,442.57,0.367,0.367,0.266,0.328,19647.2,40252.8,612.36,7348.32,0.835,36347.2,1054.31,0,TX,4.6,61000,1410,103,86,934
104806,548049,14,1,2017,Email,REF1358,ACT-2,0.108913,11,1,1,1,43,82600,1.4,full_time,graduate,Married,1,0,799,16,2.6,31.200000000000003,287800.0,0.0,2,2,0,0,0.364,personal,7100,36,9.21,Debt Consolidation,0.0,Branch,1048,Y,6883.33,1106.47,226.47,0.194,0.194,0.033,0.455,130949.0,156851.0,1332.94,15995.28,0.086,138049.0,5550.39,0,CA,5.5,75000,1900,151,120,688
104807,613020,21,4,2017,Email,REF1697,ACT-1,-0.818445,11,3,1,1,38,40300,2.6,self_employed,advanced,Married,0,0,735,6,9.1,109.19999999999999,99400.0,0.0,3,3,0,0,0.208,mortgage,226700,180,5.13,Home Purchase,0.571,Direct Mail,997,C,3358.33,717.46,1808.12,0.752,0.752,0.538,0.528,52483.2,46916.8,2525.58,30306.96,5.625,279183.2,832.753,0,NY,5.2,72000,1680,142,114,419
104808,601335,17,3,2021,Email,REF0000,ACT-1,-0.166979,11,2,1,1,42,33400,9.8,contract,some_college,Married,0,0,683,12,3.2,38.400000000000006,76100.0,0.0,1,1,0,0,0.254,credit_card,2000,0,19.09,Revolving Credit,0.0,Branch,996,G,2783.33,639.28,60.0,0.251,0.251,0.022,0.666,50682.6,25417.4,699.28,8391.36,0.06,52682.6,2084.05,0,NY,5.2,72000,2020,140,108,393
104809,549421,7,4,2012,Email,REF0000,ACT-1,-0.351102,6,2,1,1,34,53100,1.9,self_employed,high_school,Single,0,0,778,17,1.2,14.399999999999999,121900.0,0.0,4,4,0,0,0.242,credit_card,12900,0,16.13,Revolving Credit,0.0,Online,1044,N,4425.0,705.94,387.0,0.247,0.247,0.087,0.601,73261.9,48638.1,1092.94,13115.28,0.243,86161.9,3332.06,0,IN,4.6,55000,1510,90,74,104
104810,641209,20,1,2015,Email,REF0000,ACT-1,-1.835553,5,1,0,1,42,55400,5.4,full_time,some_college,Married,3,0,676,2,15.0,180.0,141600.0,0.0,0,0,0,0,0.196,personal,18400,12,12.49,Debt Consolidation,0.0,Branch,1004,Q,4617.0,1422.42,1639.04,0.663,0.663,0.355,0.653,92464.8,49135.2,3061.46,36737.52,0.332,110864.8,1555.21,0,GA,4.2,58000,1520,96,83,811
104811,578881,20,0,2020,Email,REF9867,ACT-2,-0.792135,12,0,1,0,43,34600,8.5,full_time,high_school,Single,0,0,797,14,11.6,139.2,85700.0,0.0,0,0,0,0,0.39,credit_card,13700,0,16.33,Revolving Credit,0.0,Online,1047,H,2883.33,574.52,411.0,0.342,0.342,0.143,0.337,28880.9,56819.1,985.52,11826.24,0.396,42580.9,1897.81,0,CA,5.6,75000,1880,154,124,358
104812,641374,9,5,2017,Phone,REF0000,ACT-2,-2.130612,9,2,1,1,33,72200,3.0,self_employed,bachelor,Married,1,0,669,1,15.0,180.0,105600.0,0.0,2,2,0,0,0.179,personal,20800,60,12.14,Major Purchase,0.0,Online,1048,V,6016.67,811.47,464.16,0.212,0.212,0.077,0.812,85747.2,19852.8,1275.63,15307.56,0.288,106547.2,4741.04,0,NC,4.1,54000,1330,111,93,674
104813,617556,9,6,2023,Mail,REF9729,ACT-1,-0.354105,5,1,1,1,31,72000,10.8,part_time,graduate,Married,1,0,750,0,13.0,156.0,219400.0,0.0,1,1,0,0,0.155,personal,13200,36,10.9,Debt Consolidation,0.0,Broker,1045,A,6000.0,1778.39,431.53,0.368,0.368,0.072,0.858,188245.2,31154.8,2209.92,26519.04,0.183,201445.2,3790.08,0,CA,5.3,75000,1760,166,128,707
104814,618896,1,1,2016,Email,REF2009,ACT-3,0.331562,6,1,1,1,41,48700,4.9,full_time,bachelor,Married,2,0,742,13,3.8,45.599999999999994,41400.0,0.0,2,2,0,0,0.287,personal,10900,36,12.21,Debt Consolidation,0.0,Branch,1004,Z,4058.33,1522.12,363.13,0.465,0.465,0.089,0.319,13206.6,28193.4,1885.25,22623.0,0.224,24106.6,2173.083,0,TX,4.0,61000,1430,101,84,437
104815,556986,2,3,2017,Email,REF0000,ACT-3,0.699655,16,3,1,1,40,44700,3.6,full_time,high_school,Single,1,0,719,16,9.2,110.39999999999999,113800.0,0.0,3,3,0,0,0.399,mortgage,390200,360,6.05,Refinance,0.767,Online,998,E,3725.0,1001.53,2352.0,0.9,0.9,0.631,0.243,27653.4,86146.6,3353.53,40242.36,8.729,417853.4,371.47,0,GA,4.3,58000,1250,102,80,603
104816,627849,16,1,2018,Email,REF5247,ACT-3,0.753165,6,1,0,1,32,20000,5.8,part_time,high_school,Divorced,0,0,679,16,13.7,164.39999999999998,33200.0,0.0,1,1,0,0,0.402,personal,10700,24,11.23,Home Improvement,0.0,Branch,1078,T,1667.0,618.38,499.85,0.671,0.671,0.3,0.277,9196.4,24003.6,1118.23,13418.76,0.535,19896.4,548.437,0,MI,5.6,57000,1770,104,88,242
104817,549323,4,6,2011,Email,REF0000,ACT-1,-1.327976,14,3,1,0,49,69100,14.1,self_employed,advanced,Single,1,0,793,21,11.4,136.8,115200.0,0.0,1,1,0,0,0.427,mortgage,292600,360,4.03,Home Purchase,0.876,Online,1004,K,5758.33,1604.2,1401.98,0.522,0.522,0.243,0.084,9676.8,105523.2,3006.18,36074.16,4.234,302276.8,2752.15,0,GA,3.9,58000,1260,105,86,953
104818,589229,23,0,2010,Phone,REF0000,ACT-2,0.182586,7,3,1,1,33,40100,8.2,full_time,bachelor,Single,1,0,655,12,10.5,126.0,88800.0,0.0,1,1,0,0,0.351,credit_card,10200,0,19.76,Revolving Credit,0.0,Branch,1000,C,3341.67,980.85,306.0,0.385,0.385,0.092,0.384,34099.2,54700.8,1286.85,15442.2,0.254,44299.2,2054.82,0,NY,4.4,72000,1710,136,107,464
104819,631463,9,6,2013,Email,REF3499,ACT-2,-0.860664,3,3,1,1,35,86500,1.7,full_time,bachelor,Married,3,0,760,13,13.8,165.60000000000002,87800.0,0.0,3,3,1,0,0.47,personal,16200,48,11.54,Major Purchase,0.0,Online,1009,V,7208.33,1456.34,422.96,0.261,0.261,0.059,0.355,31169.0,56631.0,1879.3,22551.6,0.187,47369.0,5329.03,0,PA,4.0,61000,1390,98,79,396
104820,604615,22,3,2021,Email,REF0000,ACT-1,-0.09169,5,2,1,0,29,50000,11.9,full_time,bachelor,Single,0,0,720,12,3.0,36.0,68100.0,0.0,5,5,1,0,0.302,personal,8800,36,10.93,Home Improvement,0.0,Online,1050,U,4166.67,1031.52,287.81,0.317,0.317,0.069,0.349,23766.9,44333.1,1319.33,15831.96,0.176,32566.9,2847.337,0,CA,5.1,75000,1640,153,119,301
104821,568264,15,2,2013,Email,REF0000,ACT-1,-0.077191,17,3,0,0,50,32900,5.2,self_employed,high_school,Married,0,0,769,6,14.3,171.60000000000002,54800.0,0.0,0,0,0,0,0.332,credit_card,4900,0,16.53,Revolving Credit,0.0,Branch,1093,C,2742.0,371.53,147.0,0.189,0.189,0.054,0.405,22194.0,32606.0,518.53,6222.36,0.149,27094.0,2223.137,0,WI,4.4,60000,1520,97,79,304
104822,605963,15,6,2020,Email,REF0000,ACT-1,-1.429325,11,2,1,1,48,71800,8.8,full_time,bachelor,Married,0,0,752,11,15.0,180.0,227800.0,0.0,2,2,0,0,0.459,personal,24000,24,10.78,Major Purchase,0.0,Online,1013,S,5983.33,2232.22,1116.14,0.56,0.56,0.187,0.442,100687.6,127112.4,3348.36,40180.32,0.334,124687.6,2634.97,0,PA,4.4,61000,1570,90,85,238
104823,554735,8,4,2014,Phone,REF0000,ACT-2,0.356384,12,1,0,0,56,45700,4.2,full_time,high_school,Single,1,0,745,10,10.3,123.60000000000001,43900.0,0.0,1,1,0,0,0.408,credit_card,10100,0,16.9,Revolving Credit,0.0,Online,998,P,3808.33,771.85,303.0,0.282,0.282,0.08,0.224,9833.6,34066.4,1074.85,12898.2,0.221,19933.6,2733.483,0,TX,4.6,61000,1180,108,92,984
104824,606639,18,5,2020,Email,REF0000,ACT-1,-0.81433,5,1,1,1,19,20000,1.2,full_time,some_college,Single,1,0,643,3,1.0,12.0,25500.0,0.0,3,3,0,0,0.056,mortgage,144700,360,9.15,Refinance,0.729,Online,998,O,1666.67,391.86,1179.94,0.943,0.943,0.708,0.56,14280.0,11220.0,1571.8,18861.6,7.235,158980.0,94.87,0,NY,5.1,72000,1960,135,112,847
104825,639787,20,1,2019,Email,REF0000,ACT-1,-0.08338,4,1,1,0,25,23300,7.2,full_time,bachelor,Married,0,0,696,8,7.0,84.0,46300.0,0.0,2,2,0,0,0.316,mortgage,150000,360,6.6,Home Purchase,0.878,Online,996,A,1941.67,717.31,957.99,0.863,0.863,0.493,0.378,17501.4,28798.6,1675.3,20103.6,6.438,167501.4,266.367,0,NY,5.0,72000,1730,143,113,970
104826,562856,14,3,2014,Email,REF0000,ACT-2,-1.007602,11,2,1,1,52,40700,10.8,full_time,some_college,Divorced,0,0,746,16,19.6,235.20000000000002,32600.0,0.0,1,1,0,0,0.557,credit_card,6900,0,18.29,Revolving Credit,0.0,Branch,1085,C,3391.67,404.85,207.0,0.18,0.18,0.061,0.845,27547.0,5053.0,611.85,7342.2,0.17,34447.0,2779.82,0,VA,4.1,74000,1750,127,92,348
104827,583898,21,6,2017,Email,REF0000,ACT-1,0.975297,5,3,1,1,26,48600,3.1,full_time,graduate,Married,1,0,691,8,8.0,96.0,65500.0,0.0,0,0,0,0,0.197,personal,9400,48,11.25,Medical,0.0,Online,1067,I,4050.0,427.95,244.09,0.166,0.166,0.06,0.839,54954.5,10545.5,672.04,8064.48,0.193,64354.5,3377.96,0,IL,5.1,65000,1740,109,91,572
